acl_id,survey_section,paradigm,year,transp_compensation,transp_selection_criteria,transp_expertise,transp_language_background,transp_adjudication
2021.emnlp-main.678,§4.4,classical,2021,True,False,False,True,False
2021.eval4nlp-1.3,§4.5,classical,2021,False,False,True,False,False
2021.findings-emnlp.101,§3,crowdsourced,2021,True,False,True,False,True
2021.humeval-1.4,§4.7,classical,2021,True,False,True,True,False
2021.humeval-1.11,§4.7,crowdsourced,2021,False,False,False,True,False
2021.humeval-1.12,§4.3,classical,2021,True,False,True,True,False
2021.icnlsp-1.1,§4.5,crowdsourced,2021,True,False,True,False,False
2021.inlg-1.31,§4.7,classical,2021,True,False,False,True,False
2021.latechclfl-1.4,§3,classical,2021,False,False,True,False,False
2021.latechclfl-1.6,§4.4,classical,2021,False,False,True,False,False
2021.law-1.10,§4.3,classical,2021,True,False,True,False,False
2021.law-1.14,§4.6,crowdsourced,2021,False,True,True,False,True
2021.mrl-1.19,§4.2,classical,2021,False,False,True,True,False
2021.naacl-main.204,§4.6,crowdsourced,2021,False,False,False,False,False
2021.naacl-main.347,§4.5,classical,2021,True,False,True,True,True
2021.nodalida-main.22,§4.1,classical,2021,False,False,True,True,False
2021.ranlp-1.102,§4.5,classical,2021,False,True,False,True,False
2021.ranlp-1.170,§4.5,crowdsourced,2021,True,False,True,True,True
2021.reinact-1.4,§4.3,classical,2021,False,False,False,False,False
2021.sigdial-1.10,§4.7,crowdsourced,2021,False,False,True,False,False
2021.socialnlp-1.7,§4.5,crowdsourced,2021,True,False,True,False,False
2021.unimplicit-1.3,§4.6,classical,2021,False,False,True,False,False
2021.wanlp-1.16,§4.5,classical,2021,False,True,False,True,False
2021.wassa-1.17,§4.4,crowdsourced,2021,False,False,False,False,True
2021.woah-1.16,§4.5,crowdsourced,2021,False,True,False,False,False
2022.aacl-short.13,§4.2,classical,2022,False,False,False,True,False
2022.aacl-short.52,§4.5,classical,2022,False,False,False,False,True
2022.acl-long.126,§3,crowdsourced,2022,False,False,False,True,False
2022.acl-short.42,§4.1,crowdsourced,2022,True,False,False,False,False
2022.acl-demo.14,§3,crowdsourced,2022,True,False,True,True,False
2022.bea-1.22,§4.6,classical,2022,False,False,False,False,True
2022.bionlp-1.26,§4.1,classical,2022,False,False,True,False,False
2022.clpsych-1.11,§4.6,crowdsourced,2022,False,False,True,False,False
2022.coling-1.322,§4.3,crowdsourced,2022,False,False,True,False,False
2022.coling-1.328,§4.7,crowdsourced,2022,False,True,True,True,False
2022.coling-1.495,§4.6,llm_annotator,2022,False,False,True,True,False
2022.coling-1.541,§4.7,crowdsourced,2022,False,False,False,True,False
2022.coling-1.609,§4.2,classical,2022,True,True,True,False,False
2022.crac-1.4,§4.7,crowdsourced,2022,True,True,False,False,False
2022.crac-1.6,§4.1,classical,2022,False,False,True,False,False
2022.dadc-1.4,§4.1,llm_annotator,2022,True,False,False,False,False
2022.dadc-1.8,§4.6,classical,2022,False,False,False,False,False
2022.ecnlp-1.5,§4.1,classical,2022,False,False,False,False,False
2022.emnlp-main.49,§4.4,classical,2022,False,False,True,True,False
2022.emnlp-main.553,§4.5,crowdsourced,2022,False,False,True,False,True
2022.emnlp-main.594,§4.4,crowdsourced,2022,True,False,False,False,False
2022.emnlp-main.809,§4.5,crowdsourced,2022,True,True,False,False,True
2022.emnlp-industry.10,§4.7,classical,2022,True,False,False,False,False
2022.findings-acl.63,§4.4,classical,2022,False,False,True,False,False
2022.findings-emnlp.446,§4.2,classical,2022,True,False,False,False,False
2022.finnlp-1.22,§4.3,classical,2022,False,False,True,False,False
2022.gem-1.26,§4.7,classical,2022,False,False,True,False,False
2022.gwll-1.7,§4.3,classical,2022,False,False,False,False,False
2022.inlg-genchal.12,§4.7,classical,2022,False,False,True,True,False
2022.isa-1.3,§4.4,classical,2022,False,False,True,True,False
2022.isa-1.7,§4.7,classical,2022,False,True,True,False,False
2022.isa-1.9,§4.3,classical,2022,False,False,True,False,False
2022.law-1.6,§3,crowdsourced,2022,True,True,True,False,True
2022.law-1.14,§4.3,classical,2022,False,False,True,False,False
2022.law-1.18,§4.3,classical,2022,True,False,True,False,False
2022.lrec-1.2,§4.7,classical,2022,False,False,True,False,False
2022.lrec-1.26,§4.2,crowdsourced,2022,True,False,True,False,True
2022.lrec-1.49,§4.4,classical,2022,True,True,True,False,True
2022.lrec-1.72,§4.3,crowdsourced,2022,False,False,False,True,True
2022.lrec-1.80,§4.5,classical,2022,False,False,False,False,False
2022.lrec-1.83,§4.3,classical,2022,True,False,True,False,False
2022.lrec-1.111,§4.5,classical,2022,False,False,False,False,False
2022.lrec-1.145,§3,classical,2022,False,True,False,False,False
2022.lrec-1.148,§4.5,classical,2022,False,False,False,True,False
2022.lrec-1.170,§4.2,crowdsourced,2022,False,False,True,False,False
2022.lrec-1.196,§4.2,classical,2022,True,False,True,True,False
2022.lrec-1.201,§4.3,crowdsourced,2022,False,True,True,False,True
2022.lrec-1.261,§4.3,classical,2022,True,True,True,False,False
2022.lrec-1.315,§4.1,crowdsourced,2022,True,False,True,False,False
2022.lrec-1.385,§4.2,classical,2022,False,False,True,False,False
2022.lrec-1.389,§4.2,classical,2022,False,False,False,False,False
2022.lrec-1.471,§4.6,crowdsourced,2022,False,False,True,True,True
2022.lrec-1.498,§4.1,classical,2022,False,False,True,True,False
2022.lrec-1.519,§4.4,classical,2022,False,True,True,True,False
2022.lrec-1.568,§4.2,crowdsourced,2022,False,True,True,False,False
2022.lrec-1.593,§4.3,classical,2022,False,False,True,False,True
2022.lrec-1.629,§4.3,classical,2022,False,False,False,True,False
2022.lrec-1.634,§4.6,crowdsourced,2022,False,False,True,True,True
2022.lrec-1.658,§4.3,classical,2022,False,False,False,False,False
2022.lrec-1.757,§4.4,classical,2022,True,False,True,False,False
2022.lrec-1.777,§4.5,classical,2022,False,False,True,False,False
2022.naacl-main.67,§4.6,crowdsourced,2022,True,True,True,True,False
2022.nlp4dh-1.17,§4.6,classical,2022,False,True,True,True,False
2022.nlperspectives-1.1,§4.3,classical,2022,False,False,True,False,True
2022.nlperspectives-1.6,§4.5,crowdsourced,2022,True,False,False,False,False
2022.nlperspectives-1.7,§4.6,crowdsourced,2022,False,False,True,False,True
2022.nlperspectives-1.8,§4.6,crowdsourced,2022,True,False,False,False,True
2022.nlperspectives-1.11,§4.5,crowdsourced,2022,True,True,True,False,True
2022.osact-1.6,§4.5,classical,2022,False,True,False,True,False
2022.politicalnlp-1.5,§4.5,classical,2022,False,False,True,True,False
2022.smm4h-1.51,§3,crowdsourced,2022,False,False,False,False,False
2022.tacl-1.78,§4.1,crowdsourced,2022,False,False,True,False,True
2022.wanlp-1.15,§4.5,classical,2022,False,True,True,False,False
2022.wiesp-1.13,§4.1,classical,2022,True,False,True,False,False
2023.acl-long.54,§4.6,crowdsourced,2023,True,True,True,False,False
2023.acl-long.59,§4.6,crowdsourced,2023,True,True,False,False,False
2023.acl-long.228,§4.6,llm_annotator,2023,True,True,False,False,False
2023.acl-long.343,§4.6,crowdsourced,2023,True,True,True,False,False
2023.acl-long.778,§4.3,crowdsourced,2023,True,True,True,False,True
2023.acl-srw.30,§4.6,classical,2023,False,False,False,False,False
2023.arabicnlp-1.25,§4.2,classical,2023,False,True,False,False,False
2023.arabicnlp-1.29,§4.3,classical,2023,False,True,True,True,False
2023.bea-1.27,§4.6,llm_annotator,2023,True,False,True,False,False
2023.bea-1.49,§4.6,classical,2023,False,False,False,True,False
2023.cawl-1.3,§4.1,classical,2023,True,False,False,False,True
2023.clinicalnlp-1.29,§4.1,classical,2023,False,False,False,False,False
2023.codi-1.1,§4.3,classical,2023,True,False,True,False,False
2023.dmr-1.2,§4.1,classical,2023,False,False,True,True,False
2023.eacl-main.121,§4.7,crowdsourced,2023,True,True,True,True,False
2023.eacl-main.178,§4.6,crowdsourced,2023,False,True,True,False,False
2023.emnlp-main.6,§3,classical,2023,False,False,True,False,False
2023.emnlp-main.126,§4.6,crowdsourced,2023,False,False,False,False,False
2023.emnlp-main.324,§4.6,llm_annotator,2023,True,False,True,False,False
2023.emnlp-main.415,§4.6,classical,2023,False,False,True,False,False
2023.emnlp-main.600,§4.6,llm_annotator,2023,True,True,True,False,False
2023.emnlp-main.662,§4.2,classical,2023,True,False,True,False,False
2023.emnlp-main.1016,§4.4,llm_annotator,2023,True,False,True,False,False
2023.findings-eacl.91,§4.5,classical,2023,False,False,True,False,True
2023.findings-acl.287,§4.6,crowdsourced,2023,True,True,True,False,False
2023.findings-acl.658,§4.6,crowdsourced,2023,True,True,False,False,True
2023.findings-acl.696,§4.6,crowdsourced,2023,True,True,False,True,True
2023.findings-acl.780,§4.7,llm_annotator,2023,True,True,False,True,False
2023.findings-emnlp.355,§4.6,crowdsourced,2023,False,True,True,False,False
2023.findings-emnlp.832,§4.6,crowdsourced,2023,True,True,True,False,True
2023.gwc-1.23,§4.3,classical,2023,True,True,False,True,False
2023.humeval-1.10,§4.7,classical,2023,True,True,True,False,False
2023.humeval-1.15,§4.7,crowdsourced,2023,True,True,True,True,True
2023.law-1.1,§4.5,llm_annotator,2023,False,False,False,False,False
2023.law-1.10,§4.5,crowdsourced,2023,True,True,False,True,False
2023.law-1.16,§4.3,classical,2023,True,False,False,False,True
2023.law-1.18,§4.7,llm_annotator,2023,True,False,True,False,False
2023.law-1.20,§4.1,crowdsourced,2023,True,True,True,False,False
2023.ranlp-1.47,§4.1,crowdsourced,2023,False,False,True,False,True
2023.ranlp-stud.8,§4.1,crowdsourced,2023,True,False,True,False,False
2023.resourceful-1.2,§4.3,classical,2023,False,False,True,False,False
2023.semeval-1.12,§4.6,crowdsourced,2023,True,False,False,False,False
2023.semeval-1.148,§4.6,crowdsourced,2023,False,False,False,True,False
2023.semeval-1.231,§4.6,crowdsourced,2023,False,False,True,False,False
2023.semeval-1.261,§4.6,crowdsourced,2023,False,False,False,False,False
2023.semeval-1.272,§4.6,crowdsourced,2023,True,False,False,False,False
2023.semeval-1.294,§4.6,crowdsourced,2023,False,False,False,False,False
2023.wnu-1.14,§4.2,crowdsourced,2023,True,True,False,False,False
2023.woah-1.3,§4.5,classical,2023,False,False,True,False,False
2023.woah-1.24,§4.5,crowdsourced,2023,True,False,False,False,False
2024.acl-long.377,§4.6,classical,2024,True,False,False,False,False
2024.acl-short.70,§4.6,crowdsourced,2024,True,False,False,True,False
2024.alta-1.5,§4.6,llm_annotator,2024,False,False,False,True,False
2024.arabicnlp-1.26,§4.4,classical,2024,False,False,False,False,False
2024.arabicnlp-1.57,§3,classical,2024,False,False,True,True,False
2024.arabicnlp-1.60,§3,crowdsourced,2024,False,False,False,False,False
2024.arabicnlp-1.62,§3,llm_annotator,2024,False,False,True,False,True
2024.arabicnlp-1.68,§3,crowdsourced,2024,False,False,True,False,False
2024.arabicnlp-1.69,§3,classical,2024,False,False,True,False,False
2024.cl-2.3,§4.4,llm_annotator,2024,False,False,True,True,False
2024.cl-3.1,§4.1,crowdsourced,2024,True,True,True,False,True
2024.clib-1.12,§4.3,classical,2024,False,False,True,True,False
2024.clinicalnlp-1.11,§4.1,classical,2024,False,False,True,False,False
2024.cogalex-1.8,§4.3,llm_annotator,2024,True,True,True,True,False
2024.eacl-long.75,§4.6,classical,2024,True,True,False,False,False
2024.eacl-long.158,§4.2,llm_annotator,2024,True,False,True,False,False
2024.emnlp-main.696,§4.6,crowdsourced,2024,False,False,False,False,False
2024.emnlp-main.774,§4.6,classical,2024,True,True,False,False,False
2024.emnlp-main.953,§4.6,llm_annotator,2024,True,True,True,False,False
2024.figlang-1.8,§4.1,classical,2024,False,False,True,False,False
2024.findings-naacl.25,§4.6,classical,2024,True,False,True,False,False
2024.findings-acl.851,§4.3,llm_annotator,2024,True,False,False,False,False
2024.findings-acl.910,§4.4,crowdsourced,2024,True,False,True,False,False
2024.genbench-1.8,§4.4,crowdsourced,2024,True,False,True,False,False
2024.humeval-1.2,§4.6,llm_annotator,2024,True,False,True,True,False
2024.humeval-1.4,§4.1,classical,2024,False,True,True,True,False
2024.humeval-1.13,§4.7,classical,2024,True,True,True,True,False
2024.humeval-1.21,§4.7,classical,2024,True,True,True,False,False
2024.icnlsp-1.1,§4.6,crowdsourced,2024,False,True,True,False,True
2024.icon-1.9,§4.5,crowdsourced,2024,False,False,True,False,False
2024.isa-1.3,§4.1,classical,2024,False,True,False,True,False
2024.law-1.13,§4.5,llm_annotator,2024,True,False,True,False,False
2024.lrec-main.26,§4.1,classical,2024,False,False,True,True,False
2024.lrec-main.104,§4.5,classical,2024,True,False,True,False,True
2024.lrec-main.105,§4.4,classical,2024,True,False,True,False,False
2024.lrec-main.106,§4.3,classical,2024,True,True,True,True,True
2024.lrec-main.108,§4.3,classical,2024,False,False,False,False,False
2024.lrec-main.110,§4.5,classical,2024,True,False,True,False,False
2024.lrec-main.245,§4.1,crowdsourced,2024,True,False,True,True,True
2024.lrec-main.272,§4.3,classical,2024,True,True,True,True,False
2024.lrec-main.379,§4.5,classical,2024,False,True,True,True,True
2024.lrec-main.384,§4.5,classical,2024,False,False,True,True,False
2024.lrec-main.389,§4.3,classical,2024,True,False,False,True,False
2024.lrec-main.485,§4.1,crowdsourced,2024,False,False,False,False,False
2024.lrec-main.488,§4.4,classical,2024,False,True,False,False,False
2024.lrec-main.542,§4.3,classical,2024,True,True,True,True,False
2024.lrec-main.618,§4.6,llm_annotator,2024,False,False,True,False,True
2024.lrec-main.654,§4.4,classical,2024,True,True,True,False,False
2024.lrec-main.689,§4.6,crowdsourced,2024,True,True,True,False,True
2024.lrec-main.741,§4.1,llm_annotator,2024,True,False,False,False,True
2024.lrec-main.839,§4.3,classical,2024,False,False,True,True,True
2024.lrec-main.894,§4.3,classical,2024,True,True,True,False,False
2024.lrec-main.959,§4.2,classical,2024,True,True,True,False,True
2024.lrec-main.1171,§4.4,classical,2024,True,False,True,False,False
2024.lrec-main.1286,§4.3,classical,2024,True,False,True,True,False
2024.lrec-main.1295,§4.5,llm_annotator,2024,True,True,False,False,False
2024.lrec-main.1349,§4.3,classical,2024,True,False,False,False,True
2024.lrec-main.1485,§4.3,classical,2024,False,False,True,True,False
2024.lt4hala-1.13,§4.5,classical,2024,False,False,True,False,False
2024.mwe-1.16,§4.3,classical,2024,False,False,True,True,False
2024.naacl-long.126,§4.6,crowdsourced,2024,True,True,True,False,False
2024.nlp4dh-1.6,§4.5,crowdsourced,2024,True,False,True,False,True
2024.nlp4dh-1.34,§4.6,llm_annotator,2024,True,False,True,False,False
2024.nlp4dh-1.36,§4.6,llm_annotator,2024,False,False,True,True,True
2024.nlp4science-1.8,§4.6,classical,2024,True,True,True,False,False
2024.nlp4science-1.13,§4.5,classical,2024,False,False,False,True,False
2024.nlperspectives-1.6,§4.6,crowdsourced,2024,False,False,False,False,True
2024.nlperspectives-1.7,§4.6,classical,2024,False,False,True,False,True
2024.osact-1.1,§4.5,classical,2024,False,False,False,True,False
2024.politicalnlp-1.3,§4.5,llm_annotator,2024,False,False,True,False,False
2024.rail-1.13,§4.5,crowdsourced,2024,False,True,True,False,False
2024.rail-1.15,§4.5,crowdsourced,2024,True,False,True,True,False
2024.signlang-1.7,§3,classical,2024,False,False,True,False,False
2024.sigul-1.47,§4.5,classical,2024,False,False,False,True,False
2024.tacl-1.1,§4.6,crowdsourced,2024,True,False,True,False,False
2024.tacl-1.35,§4.6,crowdsourced,2024,False,False,True,True,True
2024.trac-1.10,§4.5,crowdsourced,2024,False,False,False,False,False
2024.wassa-1.18,§4.3,classical,2024,False,False,False,False,False
2025.acl-long.330,§4.5,llm_annotator,2025,True,True,True,True,True
2025.acl-long.809,§4.6,classical,2025,False,False,False,False,True
2025.acl-long.1002,§4.7,llm_annotator,2025,True,False,True,False,False
2025.acl-long.1101,§4.6,llm_annotator,2025,True,False,True,False,False
2025.acl-demo.52,§4.1,crowdsourced,2025,True,False,False,False,False
2025.aimecon-main.37,§4.6,llm_annotator,2025,True,False,True,False,False
2025.analogyangle-1.5,§4.6,llm_annotator,2025,True,False,True,False,False
2025.analogyangle-1.8,§4.6,llm_annotator,2025,True,True,True,False,False
2025.banglalp-1.8,§4.5,classical,2025,False,False,False,True,False
2025.banglalp-1.15,§4.5,llm_annotator,2025,True,True,True,False,False
2025.banglalp-1.28,§4.5,classical,2025,False,False,False,False,False
2025.bhasha-1.2,§4.3,llm_annotator,2025,False,False,False,False,False
2025.bsnlp-1.2,§4.6,llm_annotator,2025,True,False,True,False,True
2025.chipsal-1.19,§4.5,classical,2025,False,True,True,False,False
2025.climatenlp-1.11,§3,llm_annotator,2025,False,False,True,False,False
2025.comedi-1.5,§4.6,classical,2025,False,False,True,False,False
2025.comedi-1.6,§4.6,classical,2025,False,False,True,False,True
2025.comedi-1.7,§4.6,classical,2025,False,False,False,False,True
2025.comedi-1.8,§4.6,classical,2025,False,False,True,False,True
2025.comedi-1.10,§4.6,classical,2025,False,False,True,False,True
2025.comedi-1.11,§4.1,classical,2025,False,False,False,False,False
2025.comedi-1.13,§4.2,llm_annotator,2025,True,True,False,False,False
2025.comedi-1.15,§4.6,classical,2025,False,False,True,False,False
2025.emnlp-main.10,§4.6,classical,2025,True,False,True,False,True
2025.emnlp-main.106,§4.1,classical,2025,False,False,True,False,False
2025.emnlp-main.144,§4.6,crowdsourced,2025,False,False,False,False,True
2025.emnlp-main.326,§4.3,crowdsourced,2025,True,False,False,False,False
2025.emnlp-main.1375,§4.2,crowdsourced,2025,False,True,True,False,False
2025.emnlp-main.1519,§4.4,llm_annotator,2025,True,False,True,False,False
2025.emnlp-main.1625,§4.6,crowdsourced,2025,True,False,True,False,False
2025.emnlp-main.1800,§4.6,crowdsourced,2025,False,False,False,False,False
2025.findings-naacl.185,§4.1,llm_annotator,2025,False,False,True,False,False
2025.findings-acl.293,§4.6,llm_annotator,2025,False,False,False,False,False
2025.findings-acl.836,§4.6,llm_annotator,2025,True,False,False,False,False
2025.findings-acl.842,§4.6,crowdsourced,2025,True,False,True,True,False
2025.findings-acl.922,§4.1,crowdsourced,2025,True,False,True,False,False
2025.findings-acl.1180,§4.3,classical,2025,True,False,True,False,False
2025.findings-acl.1216,§4.5,llm_annotator,2025,True,False,False,False,False
2025.findings-acl.1351,§4.6,llm_annotator,2025,False,True,False,False,False
2025.findings-emnlp.176,§4.1,crowdsourced,2025,True,True,True,False,False
2025.findings-emnlp.422,§4.2,llm_annotator,2025,True,True,True,True,True
2025.findings-emnlp.587,§4.6,classical,2025,False,False,False,False,False
2025.findings-emnlp.824,§4.6,crowdsourced,2025,True,False,True,False,False
2025.findings-ijcnlp.56,§4.6,classical,2025,False,False,False,False,False
2025.findings-ijcnlp.143,§4.6,crowdsourced,2025,True,False,False,False,True
2025.gem-1.54,§4.7,crowdsourced,2025,True,True,False,False,False
2025.gem-1.57,§4.7,classical,2025,True,True,True,False,False
2025.hcinlp-1.20,§4.6,crowdsourced,2025,True,True,True,False,False
2025.ijcnlp-long.1,§4.6,classical,2025,False,False,False,False,False
2025.ijcnlp-short.12,§4.6,llm_annotator,2025,False,False,True,True,False
2025.inlg-main.4,§4.7,crowdsourced,2025,True,True,True,False,False
2025.inlg-main.48,§4.6,llm_annotator,2025,True,True,False,False,False
2025.iwcs-main.17,§4.6,crowdsourced,2025,False,False,False,False,True
2025.jeptalnrecital-taln.49,§4.6,classical,2025,False,False,True,False,False
2025.law-1.1,§4.5,crowdsourced,2025,True,False,True,False,False
2025.law-1.3,§4.3,llm_annotator,2025,False,False,False,False,False
2025.law-1.7,§4.6,crowdsourced,2025,False,False,False,False,False
2025.law-1.24,§4.6,llm_annotator,2025,True,False,True,False,True
2025.law-1.28,§4.3,classical,2025,False,False,True,False,False
2025.law-1.30,§4.1,crowdsourced,2025,True,False,True,True,False
2025.mwe-1.7,§4.1,classical,2025,False,False,True,True,False
2025.naacl-short.13,§4.3,classical,2025,False,False,True,False,False
2025.naacl-demo.40,§4.4,crowdsourced,2025,False,False,True,False,False
2025.nllp-1.23,§4.6,classical,2025,False,False,True,False,False
2025.nlp4dh-1.32,§4.5,classical,2025,False,False,True,False,False
2025.nlp4pi-1.18,§4.6,llm_annotator,2025,True,False,False,False,False
2025.nlperspectives-1.5,§4.6,crowdsourced,2025,True,False,False,False,False
2025.nlperspectives-1.6,§4.1,llm_annotator,2025,True,True,True,False,False
2025.nlperspectives-1.8,§4.6,crowdsourced,2025,True,False,False,False,False
2025.nlperspectives-1.17,§4.6,crowdsourced,2025,True,False,True,False,False
2025.nlperspectives-1.21,§4.6,classical,2025,True,False,False,False,False
2025.nlperspectives-1.22,§4.6,crowdsourced,2025,False,False,False,False,False
2025.ommm-1.1,§4.6,llm_annotator,2025,True,True,True,True,False
2025.ranlp-1.49,§4.3,llm_annotator,2025,True,True,True,False,True
2025.ranlp-1.57,§4.5,crowdsourced,2025,True,False,False,False,False
2025.ranlp-1.65,§4.6,classical,2025,False,False,True,True,False
2025.ranlp-1.102,§4.5,classical,2025,False,False,True,True,True
2025.ranlp-1.142,§4.6,crowdsourced,2025,False,False,False,True,True
2025.ranlp-1.162,§4.5,classical,2025,False,False,False,True,False
2025.ranlp-1.163,§4.5,classical,2025,False,True,False,False,False
2025.resourceful-1.24,§4.3,classical,2025,False,False,False,False,False
2025.scil-1.2,§4.6,crowdsourced,2025,True,False,True,True,False
2025.semeval-1.322,§4.6,classical,2025,False,True,False,True,False
2025.sigdial-1.14,§4.3,classical,2025,False,True,True,False,False
2025.sigdial-1.17,§4.3,llm_annotator,2025,True,False,True,False,False
2025.sigdial-1.19,§3,classical,2025,False,True,True,False,False
2025.sigdial-1.56,§4.6,classical,2025,False,False,True,False,False
2025.tsar-1.1,§4.6,classical,2025,True,False,True,False,False
2025.wmt-1.5,§4.7,classical,2025,True,True,True,False,False
2025.woah-1.5,§4.6,crowdsourced,2025,True,True,False,False,True
2025.woah-1.47,§4.5,classical,2025,False,False,False,False,False
2026.eacl-long.3,§4.6,llm_annotator,2026,False,False,False,False,True
